employee_id,company,department,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,Gender,Resting_Heart_Rate
37,Cheerper,Search Engine,46,40,7,72203.28851,18450.8534,1,Female,73.2
14,Glasses,AI,30,25,2,108147.4038,21890.13484,3,Female,74.4
18,Pear,Design,42,43,1,126852.8739,20355.15441,3,Male,71.4
8,Glasses,Design,36,32,3,101620.6473,12884.98066,3,Female,77.7
45,Glasses,BigData,30,22,4,66728.45734,18781.94033,4,Female,73.4
1,Cheerper,BigData,30,22,9,70045.33616,18539.68994,1,Female,76.7
1,Glasses,AI,32,23,9,130019.5031,14560.83296,3,Male,77.1
1,Glasses,Design,42,40,2,141754.2591,24614.55776,1,Female,66.1
43,Glasses,Search Engine,44,38,5,82160.21084,15379.35743,4,Male,72.6
77,Pear,Sales,45,47,1,74460.27701,13494.73094,3,Male,69.6
32,Cheerper,BigData,34,29,5,75942.59704,18526.53501,3,Male,77.1
7,Cheerper,Support,37,29,8,85764.31112,17829.00462,3,Male,75.3
65,Pear,Sales,47,48,1,92619.05227,20069.18322,2,Female,70.4
54,Pear,AI,39,42,1,68517.86997,15612.78063,3,Male,64.5
64,Glasses,Search Engine,43,38,5,57346.10939,15052.20852,4,Male,64.4
12,Glasses,AI,38,33,4,100338.6915,13820.27367,3,Male,73.3
15,Cheerper,Support,41,33,8,66507.7395,24792.91,1,Male,69.6
1,Glasses,Design,30,22,9,107861.4025,14956.36497,4,Female,76.2
77,Glasses,Search Engine,34,32,3,43127.27689,14589.90691,5,Female,63.1
20,Glasses,BigData,43,39,3,59014.4257,24792.91,1,Male,79.7
52,Pear,Design,49,48,1,95704.60723,24017.18696,1,Male,74.8
40,Pear,Sales,30,22,3,77117.94181,21812.36354,3,Female,71.6
23,Cheerper,BigData,45,32,9,79736.68965,16314.46138,2,Female,82.1
68,Glasses,AI,48,44,4,59972.21511,15325.11656,3,Female,77
22,Glasses,BigData,47,44,3,54098.86041,24792.91,1,Female,69.6
39,Cheerper,BigData,36,33,2,94371.7367,20042.30391,3,Male,71.5
1,Pear,Sales,39,36,3,125809.0829,22750.84685,1,Male,61.7
25,Pear,Design,41,35,5,114016.7356,18818.46944,1,Male,77.6
1,Glasses,AI,48,45,3,134037.7955,17029.80637,2,Female,70.5
80,Cheerper,Support,36,30,6,40000,15891.45823,2,Female,62.4
14,Glasses,Design,36,34,2,127317.7461,22326.70691,2,Male,65.2
25,Cheerper,BigData,40,33,7,85684.10583,15501.86181,3,Female,77.1
46,Pear,AI,46,46,1,81335.07341,21893.69689,2,Male,79.4
80,Cheerper,Support,35,27,8,40000,14666.3455,3,Female,72.9
10,Cheerper,Search Engine,33,27,6,86756.53694,20565.54621,2,Female,67.2
52,Glasses,AI,49,48,1,88248.96516,9000,4,Male,64.3
1,Pear,Sales,40,33,6,141215.8954,20582.17617,1,Female,79.6
32,Pear,AI,44,45,1,102512.7834,23827.04288,2,Male,73.4
19,Cheerper,BigData,30,23,6,79835.10603,15220.86586,4,Female,70.3
21,Cheerper,BigData,46,43,3,98653.08465,24792.91,1,Male,69.1
63,Glasses,AI,42,35,7,80339.05075,15630.17486,4,Male,76.3
42,Pear,Sales,30,23,3,67915.14709,24792.91,1,Female,74.3
61,Glasses,AI,48,46,3,80239.09591,20576.63642,1,Female,67.5
1,Glasses,Search Engine,42,35,7,99094.98531,21518.13724,1,Female,67.2
77,Pear,Design,30,31,1,40000,24792.91,3,Female,65
76,Pear,Sales,48,46,2,61051.40952,20589.94081,2,Male,69.4
1,Cheerper,Search Engine,30,22,9,138232.4149,15251.89479,3,Female,69.4
23,Glasses,AI,30,22,6,101669.748,17048.44908,4,Female,80.1
13,Cheerper,BigData,40,35,5,100423.5359,20683.17691,2,Male,69.7
7,Glasses,AI,46,44,2,127467.9438,16257.05085,3,Female,65.3
1,Glasses,AI,38,32,6,104196.6277,24627.41992,1,Male,66.4
29,Glasses,AI,34,34,1,92978.63487,19082.21066,2,Female,69.8
68,Pear,Sales,38,36,1,84828.01733,15073.58324,3,Male,61.8
78,Cheerper,BigData,30,23,5,40000,22949.13825,3,Male,71.4
45,Cheerper,Search Engine,43,37,6,87128.55965,15713.7127,2,Female,66
1,Pear,Design,30,22,3,139320.2112,24792.91,2,Female,76.9
40,Glasses,AI,49,43,6,79029.99954,21020.48235,1,Male,73.5
14,Pear,Sales,42,37,5,112826.2513,22776.82899,1,Male,82.9
33,Cheerper,BigData,49,42,7,109335.5245,9000,4,Female,72.1
24,Pear,AI,30,24,6,54885.71625,24792.91,1,Male,56.3
43,Pear,Sales,36,34,2,136297.5422,15262.38636,3,Male,78.4
26,Glasses,BigData,30,22,9,67989.7876,22131.1132,2,Male,75.4
26,Pear,AI,36,35,1,63694.65975,24792.91,1,Female,74.1
33,Glasses,Search Engine,41,38,3,92648.26457,17125.16243,4,Male,66.6
45,Glasses,BigData,42,39,3,63585.92948,24792.91,1,Female,71.5
1,Pear,Design,30,24,3,102444.2538,23043.07643,3,Female,72
22,Pear,Sales,45,46,1,138914.3434,14012.5467,4,Female,70.1
33,Cheerper,BigData,35,24,9,54958.00606,17517.6527,2,Male,64.5
72,Cheerper,BigData,46,43,3,79576.49018,14662.79189,3,Male,85.7
76,Pear,Sales,47,48,1,119858.4879,21380.51235,3,Male,75.5
38,Cheerper,BigData,42,40,3,74076.40013,17748.68077,3,Male,73.8
80,Cheerper,BigData,49,48,3,52800.90503,16068.97427,3,Male,78.6
30,Glasses,AI,34,26,8,96312.90476,24760.0478,1,Female,76
33,Glasses,AI,36,27,9,97097.64284,13377.55394,3,Female,69.8
1,Glasses,AI,49,45,5,128960.0679,16527.26128,1,Female,78.9
39,Cheerper,BigData,41,39,2,65234.48373,16635.1993,4,Female,75.6
28,Glasses,Search Engine,33,27,7,107154.4927,11758.827,5,Female,69.2
24,Glasses,AI,33,25,8,64458.57525,24792.91,1,Male,76.7
19,Pear,Search Engine,47,46,1,65767.75363,24792.91,1,Male,70.1
21,Pear,Sales,45,45,1,108689.7726,17227.6079,3,Male,72.3
14,Pear,AI,34,29,5,59424.12168,24792.91,1,Female,74.9
57,Glasses,BigData,30,26,3,40000,14893.80016,4,Female,77.9
1,Pear,Sales,30,22,9,110358.9247,23877.06653,1,Female,69.7
20,Glasses,BigData,38,34,4,65981.88115,21488.07358,2,Female,73.6
11,Glasses,Search Engine,32,27,5,114626.1195,19396.46885,3,Male,81.9
40,Glasses,Search Engine,44,41,3,73090.72503,20292.41002,2,Male,70.9
38,Cheerper,BigData,30,22,6,55929.9227,18052.49711,4,Female,73
29,Glasses,Design,40,36,4,104350.0628,18341.87159,3,Female,82
40,Glasses,Search Engine,49,48,1,105369.2792,22322.13399,1,Female,74.6
22,Glasses,AI,36,29,7,84525.82952,19918.30322,3,Male,65.2
1,Cheerper,BigData,34,25,9,104459.6064,9000,5,Male,69.1
53,Glasses,Search Engine,41,36,5,54070.26478,20206.68072,1,Male,75.7
22,Pear,Design,35,28,7,96215.48144,13942.8893,3,Female,74.7
47,Pear,Sales,48,48,1,99752.12016,23584.36178,1,Female,72.2
63,Glasses,Search Engine,42,41,1,86810.20613,17544.25637,5,Male,81.9
26,Cheerper,Support,44,40,4,83487.19054,19923.00727,2,Female,69
33,Cheerper,BigData,41,36,5,86247.61676,12198.68016,3,Female,71.9
13,Glasses,AI,42,38,4,88718.90371,24792.91,1,Male,62.2
1,Cheerper,Design,40,33,7,153000,20086.82359,1,Male,78.6
1,Cheerper,Search Engine,38,32,6,152381.6939,21588.21406,2,Female,68.4
24,Glasses,Search Engine,37,31,5,114371.0132,22143.04182,2,Female,77.3
34,Glasses,AI,39,39,1,115491.5531,9000,5,Female,75.7
14,Pear,Sales,45,41,5,145684.8404,20381.64939,2,Female,84.2
10,Pear,Sales,30,22,9,74314.66376,24792.91,1,Male,76.1
74,Cheerper,BigData,34,29,4,45165.70679,10700.99959,5,Female,69.8
38,Glasses,Search Engine,37,34,4,88031.3172,19832.32678,3,Male,74
15,Glasses,Search Engine,30,22,5,95140.11176,24792.91,2,Female,67.9
1,Cheerper,BigData,34,28,6,72901.0512,21504.18451,1,Female,73.8
60,Pear,Sales,49,48,2,116317.9421,9000,4,Female,70.7
46,Pear,Design,38,36,2,66628.63777,14789.54768,2,Male,70.8
14,Cheerper,Search Engine,32,29,3,92071.78581,24792.91,1,Male,66.7
1,Glasses,Search Engine,38,38,1,96075.44921,24792.91,1,Male,72.4
21,Pear,Design,33,29,4,93273.45152,18740.98931,3,Male,75.7
26,Glasses,Design,32,25,8,136842.4875,10984.53429,5,Male,64.4
11,Cheerper,Support,32,23,9,92762.13528,18810.06681,3,Female,69.6
27,Glasses,Design,43,39,4,138918.3678,16134.87091,3,Male,72.9
57,Glasses,Sales,47,42,5,93173.64217,10517.92544,4,Male,60.8
36,Glasses,BigData,30,24,5,60148.58331,17992.39634,3,Female,80.4
13,Glasses,AI,37,27,9,94586.16448,21282.49787,1,Female,69.7
71,Cheerper,Support,33,28,5,40000,16572.96119,3,Male,67.2
24,Pear,Sales,40,39,1,120142.6209,24792.91,1,Female,70
41,Glasses,AI,34,30,4,91289.5011,24596.94644,2,Female,72.3
15,Cheerper,Support,32,26,6,69554.90504,17070.90451,3,Male,68.3
1,Pear,Sales,39,37,2,108889.5304,24792.91,1,Female,76.1
25,Glasses,AI,36,31,5,102088.5219,20947.38766,3,Female,74
1,Glasses,Design,49,45,5,114318.782,13168.05731,1,Male,68.5
56,Cheerper,Support,39,32,7,50599.97254,14282.06527,3,Male,70.1
1,Cheerper,AI,39,25,9,93133.48212,18845.15869,1,Male,65.8
79,Glasses,BigData,39,38,1,40000,22702.42878,2,Male,64.7
71,Pear,AI,46,40,6,40000,18921.06065,1,Female,74.7
78,Cheerper,BigData,36,33,3,52601.13522,15845.06738,4,Male,67.3
43,Glasses,Search Engine,43,37,6,53123.87683,18407.21516,2,Male,81.7
63,Glasses,Support,42,42,1,40000,17334.28629,4,Male,71.4
1,Pear,Sales,30,22,9,146273.7447,11428.37779,3,Female,66.1
30,Glasses,Search Engine,37,37,1,102977.9074,24792.91,2,Female,65.1
28,Glasses,AI,48,43,6,93308.07169,21730.75976,1,Male,78.2
37,Cheerper,Support,32,24,7,74380.60119,19458.1708,4,Male,72
1,Glasses,Design,38,32,6,121488.5555,12581.88094,4,Female,77.4
41,Glasses,Search Engine,31,27,4,72421.37834,13380.84808,3,Female,69.6
1,Glasses,Search Engine,34,27,7,134410.7257,24792.91,2,Female,69.7
35,Glasses,Search Engine,31,27,5,62211.4292,16167.3718,3,Male,77.3
1,Glasses,Design,31,24,8,105206.0148,17587.83483,3,Female,68.4
18,Glasses,Search Engine,34,29,5,94399.76856,17553.94993,2,Male,74.3
29,Cheerper,Search Engine,41,33,8,73366.09256,18126.84282,2,Male,72.1
72,Pear,Design,40,38,2,88945.16612,10738.6091,5,Female,75.7
1,Pear,Design,38,34,4,105795.4835,19931.09412,2,Male,80.9
40,Cheerper,Support,34,30,4,42262.38529,22624.59567,2,Male,69.6
52,Glasses,Search Engine,49,46,3,73396.13039,9000,5,Female,69.3
34,Cheerper,Support,45,39,6,84307.29068,22537.08678,2,Female,76.1
31,Pear,AI,30,24,5,87288.79155,17967.32838,3,Male,66.3
80,Cheerper,Support,36,31,6,40000,13488.2571,4,Male,80.4
27,Glasses,Search Engine,40,36,4,76866.66198,16699.79469,3,Female,79.1
71,Glasses,AI,34,32,2,79205.52134,20309.54782,4,Female,66
54,Cheerper,Support,35,28,7,66103.83905,17111.56082,5,Male,64.6
1,Glasses,Design,32,22,9,141012.3614,21900.47399,2,Male,67.2
1,Pear,Sales,33,33,1,111634.4779,19401.71165,2,Male,64.9
54,Glasses,AI,49,46,3,89930.66277,14956.77074,2,Male,76.1
24,Glasses,Sales,43,37,7,97215.8012,21823.16573,1,Male,80.7
80,Cheerper,Support,40,35,5,43049.76296,19246.87919,3,Male,76.1
36,Cheerper,BigData,39,30,8,50285.49177,14592.49773,1,Male,71.9
24,Pear,Design,41,34,6,90075.78973,14266.38878,2,Female,74.3
63,Glasses,BigData,47,44,3,43894.0628,14308.35325,4,Male,67.6
41,Cheerper,Support,30,22,7,40000,10133.36088,5,Male,77.8
1,Glasses,AI,30,22,8,89803.31812,14414.71585,3,Male,74.8
47,Glasses,Design,37,27,9,69881.32154,18289.39752,2,Female,77.1
40,Glasses,AI,44,39,6,98645.70451,18030.04678,3,Female,69.1
15,Pear,Sales,30,24,5,94876.32523,18588.77762,2,Male,70.9
63,Glasses,AI,36,36,1,50064.89403,22523.9141,2,Female,74.4
12,Pear,Sales,33,33,1,137103.4924,12134.1832,4,Female,77.9
10,Glasses,Design,33,22,9,110972.4335,23239.95148,1,Male,70
45,Glasses,Search Engine,40,36,4,56110.89884,17039.86258,1,Male,75.8
5,Glasses,AI,33,28,5,100329.2184,21957.32866,2,Male,68.3
1,Pear,Sales,30,26,1,134292.3766,17454.33304,4,Female,81.1
80,Cheerper,BigData,33,29,4,40000,17916.00431,4,Male,69.5
29,Glasses,AI,43,35,9,64695.10462,23261.14585,1,Male,76.8
75,Glasses,Search Engine,49,48,1,49995.89611,23285.65081,1,Female,72.3
22,Glasses,Search Engine,33,27,6,81249.5381,15720.35796,3,Male,85.2
61,Glasses,AI,43,38,5,95970.29186,10622.0517,4,Male,73.5
54,Cheerper,Search Engine,43,39,4,67450.8604,16570.52209,2,Male,69.5
13,Glasses,AI,34,31,2,120278.2707,19696.45373,2,Male,74.2
34,Glasses,AI,40,33,7,105027.9849,13154.89579,4,Male,75.9
1,Pear,Sales,30,22,7,138727.2531,13857.57071,3,Female,71.5
15,Pear,Sales,33,31,3,113507.0275,17888.08045,3,Female,65.8
16,Cheerper,Support,33,26,6,67122.22736,16032.69812,3,Female,69.5
1,Pear,AI,30,27,1,108129.2154,23211.72816,2,Female,74.9
9,Pear,Sales,39,37,2,124163.1468,17877.6408,2,Female,62.5
1,Glasses,Design,34,30,4,140146.8331,14367.79569,4,Female,70.4
18,Pear,Sales,30,22,6,99905.03465,21055.60016,3,Male,77
40,Glasses,BigData,30,22,6,76524.26342,17440.2203,4,Male,71.5
15,Glasses,AI,37,36,1,98341.49272,19418.96482,1,Male,81.7
47,Cheerper,BigData,47,43,4,83357.38033,16657.69272,3,Female,63.5
27,Glasses,AI,45,38,7,121814.7843,10023.77128,5,Female,68.2
1,Pear,Design,30,30,1,120509.3432,19018.90487,3,Male,58.9
29,Pear,Design,31,26,5,90231.43218,23794.06905,3,Male,81.7
1,Pear,Sales,37,31,7,153000,14716.52203,2,Male,67.9
6,Glasses,Design,38,33,5,146116.0569,16831.94906,4,Female,62.2
22,Pear,Design,43,41,2,104906.8995,18708.17426,2,Male,68.4
80,Glasses,AI,46,46,1,40000,11516.50939,4,Female,64.3
19,Glasses,Search Engine,49,46,4,106697.0325,14722.63155,2,Female,69.3
3,Pear,Design,30,22,7,77645.45183,16639.00259,4,Female,72.5
77,Glasses,Search Engine,43,41,2,58018.83007,15180.24091,3,Male,75.5
1,Glasses,AI,39,34,5,118038.5104,18237.28017,3,Male,71.3
31,Glasses,Search Engine,30,22,6,42528.07723,24792.91,1,Male,72.1
8,Glasses,AI,31,25,6,97476.58881,19823.49824,2,Male,69.1
55,Cheerper,Support,49,43,6,55038.13649,14947.42495,2,Male,65.4
29,Cheerper,Support,37,31,6,53756.34512,19093.12902,2,Female,63.1
19,Pear,Sales,33,30,3,124805.7217,24792.91,1,Male,69.4
2,Glasses,Search Engine,34,28,5,101721.5418,21337.71027,2,Female,72.3
29,Glasses,Search Engine,37,36,1,72800.27498,20059.60783,2,Female,68.7
12,Glasses,AI,49,47,3,126058.3663,21903.83947,1,Male,63
39,Pear,Design,43,40,3,101629.4089,17842.89648,3,Male,72.8
71,Cheerper,BigData,34,31,3,67826.1349,9000,5,Female,79.4
31,Cheerper,Support,33,29,5,41248.92606,24792.91,1,Male,71.3
1,Glasses,Search Engine,40,37,3,130290.7935,22791.9423,2,Female,68.7
10,Pear,Sales,42,36,6,123304.9275,24792.91,1,Female,72.3
41,Glasses,BigData,39,39,1,87208.3784,18945.56281,3,Female,65.4
21,Pear,Sales,43,41,3,94816.32418,21058.1393,2,Female,65.9
80,Cheerper,Support,45,45,1,40000,23509.25387,1,Female,73.5
31,Glasses,Search Engine,42,37,5,97953.02599,14058.35393,4,Female,77.2
42,Glasses,AI,40,35,5,81028.38544,16182.4366,2,Female,71.5
21,Cheerper,BigData,38,37,1,102703.4213,9710.903647,5,Male,61
1,Cheerper,BigData,36,31,5,96014.7098,24466.99222,2,Female,73.8
26,Cheerper,BigData,30,22,7,68996.91855,23028.34554,2,Female,82.6
8,Pear,Sales,35,30,4,120952.3302,20737.95246,2,Male,70.4
29,Glasses,Support,38,32,7,40000,24792.91,1,Female,71.8
3,Pear,Sales,46,44,2,152349.1639,18838.15398,2,Female,67.2
20,Cheerper,Support,48,45,3,56175.72262,21982.33275,1,Female,74.4
1,Glasses,AI,31,26,6,118113.9151,15573.04895,4,Female,68.7
5,Pear,Design,48,43,4,153000,15322.47634,4,Female,77.4
59,Cheerper,Support,43,40,3,40000,15046.65012,3,Female,68.5
1,Glasses,AI,46,38,7,111575.1913,16942.26861,2,Male,74.8
1,Glasses,Search Engine,30,22,9,125252.5242,21643.31128,3,Male,72.7
17,Pear,Design,36,30,6,85158.12791,24589.00569,1,Male,80.1
38,Pear,Sales,33,32,2,112865.7406,20736.51603,4,Male,73
80,Glasses,AI,40,37,3,74114.59711,13331.11416,4,Female,78.5
23,Cheerper,Support,48,43,6,106346.9461,15348.42724,3,Female,73.4
9,Cheerper,BigData,34,27,7,61454.95034,24792.91,1,Male,71.6
22,Glasses,AI,41,33,7,80430.3492,24792.91,1,Male,72.7
40,Glasses,Search Engine,45,40,5,69623.02026,22314.07686,2,Female,68.6
41,Glasses,AI,30,22,5,77656.95822,12270.28246,4,Female,74.4
42,Glasses,AI,30,22,3,64092.66204,24792.91,2,Female,67.6
65,Pear,Design,44,44,1,62500.98787,17626.01091,2,Male,71.8
3,Glasses,AI,41,35,7,153000,22519.06046,1,Male,77.1
25,Glasses,AI,43,38,5,94656.52971,20736.87581,1,Female,80.3
31,Glasses,AI,30,22,7,84760.32584,19606.82545,3,Male,73.1
19,Cheerper,Support,45,40,4,87225.71958,17489.10652,2,Male,76.5
50,Pear,Sales,48,46,2,108819.1676,12367.0254,3,Female,75.4
80,Cheerper,BigData,39,34,5,40000,18679.53607,3,Male,70.2
24,Glasses,AI,35,30,5,63821.16365,24792.91,1,Male,82.5
20,Pear,Sales,35,28,7,97248.51096,16681.71127,2,Male,69.7
22,Glasses,AI,34,32,2,90033.00319,24792.91,1,Male,71.4
79,Cheerper,BigData,42,35,7,41018.81422,18731.15218,2,Male,80.2
1,Glasses,Design,30,22,9,138034.3694,17301.37015,2,Female,80
31,Glasses,AI,44,38,6,99800.65932,18278.37255,2,Male,72.8
26,Pear,Sales,34,27,7,103206.7996,24792.91,1,Female,77.4
60,Glasses,BigData,34,30,4,40000,24792.91,1,Female,70.5
9,Pear,Sales,30,23,4,135928.8117,14552.89046,4,Male,69
24,Glasses,AI,49,48,1,114863.8761,20864.31524,2,Female,65.4
6,Pear,Sales,47,43,4,130200.8142,20353.65527,1,Female,75.9
53,Cheerper,BigData,43,37,6,45116.10465,14590.80498,3,Female,76.8
23,Cheerper,Support,33,26,7,57528.92913,21532.48711,2,Female,69.6
23,Glasses,Search Engine,33,25,8,86463.94892,17905.7682,3,Female,74.1
1,Glasses,AI,34,29,5,121956.088,22311.37605,1,Female,85.1
1,Pear,Sales,35,35,1,153000,24792.91,2,Male,76.5
37,Cheerper,Support,35,28,7,40000,17247.87935,1,Female,68
47,Pear,Sales,40,34,5,92757.43959,14057.45129,3,Male,77.2
2,Pear,Sales,33,29,5,120375.7005,24792.91,1,Female,67.4
27,Cheerper,Search Engine,38,29,9,62917.40679,24792.91,1,Female,58.8
56,Glasses,Design,47,42,6,96998.50933,23163.64113,1,Female,72.7
1,Pear,Sales,43,40,3,134566.8269,19455.29316,2,Female,79.6
35,Glasses,AI,30,29,1,80940.96862,16098.26243,3,Female,77.5
58,Pear,Design,47,45,2,85295.3031,11464.57343,3,Male,73.5
10,Glasses,AI,46,44,2,129888.3698,13549.72961,4,Female,68.9
54,Cheerper,BigData,44,40,4,72002.75162,16498.05753,3,Female,74.5
42,Glasses,Design,38,35,4,88770.73641,22021.35121,2,Female,70.4
44,Cheerper,Support,32,25,7,57193.59809,20205.86498,2,Female,69.8
56,Glasses,Search Engine,49,48,1,84248.32996,16343.36711,4,Male,76.8
45,Glasses,Search Engine,45,41,4,83252.11057,18401.94277,2,Female,69.5
35,Cheerper,BigData,49,48,3,103773.9238,13850.93082,3,Female,77.7
53,Pear,Sales,38,34,4,80951.87577,19321.57792,2,Male,68.8
13,Glasses,Search Engine,44,43,1,79998.301,12048.7814,4,Female,81.5
17,Glasses,Search Engine,46,48,1,96381.1872,15539.77733,3,Male,63.1
16,Cheerper,BigData,32,23,9,68824.12174,18241.22195,2,Male,68.2
1,Cheerper,BigData,33,30,3,132594.0699,20137.27139,3,Male,70.5
38,Glasses,AI,33,28,5,88367.72383,16757.50511,3,Male,61.9
53,Glasses,Search Engine,35,30,5,40000,20008.49688,2,Female,59.1
28,Glasses,Search Engine,36,31,5,74049.08465,16631.71515,3,Male,62.1
1,Cheerper,BigData,39,35,4,96570.93964,18767.80555,3,Female,70.4
36,Glasses,AI,46,40,6,95270.6317,23198.16901,1,Female,71.5
14,Cheerper,BigData,35,29,7,70116.4079,19785.96582,3,Female,74.2
39,Cheerper,BigData,34,29,5,84313.41558,9000,5,Female,70.9
11,Pear,Sales,33,30,3,140266.4271,24792.91,1,Female,72.7
23,Pear,Design,48,46,2,95536.96623,22459.67113,1,Female,69.4
80,Pear,Design,39,37,2,63179.99143,15131.15995,3,Male,74.8
20,Glasses,AI,42,34,8,75257.73824,10896.57053,3,Male,76.2
24,Glasses,Search Engine,37,29,8,73200.99713,22008.08484,1,Female,71.3
33,Pear,Design,49,48,1,112615.346,24792.91,1,Male,74.1
11,Glasses,Search Engine,30,23,5,116438.9283,16897.63245,4,Male,70.7
37,Pear,Design,36,30,6,76203.58595,19514.96039,3,Male,64.7
17,Cheerper,Support,34,32,2,73323.43258,24792.91,2,Male,75.5
53,Glasses,AI,45,42,3,44052.0736,18678.79123,1,Male,67.3
1,Glasses,AI,42,39,2,129714.2883,15916.54458,3,Female,75.9
1,Cheerper,BigData,30,22,9,70749.8556,13090.73383,3,Female,74.5
32,Cheerper,Support,33,27,6,47906.94209,24792.91,1,Female,71.7
45,Pear,Sales,33,32,1,124677.5893,21210.12586,2,Male,61.3
15,Glasses,Design,49,43,6,153000,11678.17298,3,Female,80.6
5,Pear,Sales,43,38,4,145407.0672,21521.56439,1,Male,70.2
56,Glasses,Search Engine,34,32,3,70670.81213,20608.91204,3,Female,74.5
39,Glasses,AI,45,47,1,80306.78762,20782.26064,2,Female,70.7
65,Glasses,AI,40,40,1,60437.00122,14827.91884,4,Female,69.6
16,Pear,Design,36,33,3,101699.8551,21417.15558,2,Male,72.4
8,Glasses,Design,30,22,7,94196.13894,15918.86884,4,Male,72.4
36,Cheerper,Search Engine,43,43,1,114634.4615,19409.2061,4,Female,69.8
50,Cheerper,Support,44,42,2,71727.97239,13706.76478,4,Male,71.2
34,Cheerper,Search Engine,49,48,2,90124.20145,20914.48982,2,Male,73.9
1,Glasses,Design,44,43,1,127717.359,24792.91,1,Female,73.7
47,Glasses,BigData,44,39,5,64678.94678,20540.53401,2,Female,72.6
15,Pear,Sales,30,25,5,99942.64365,24792.91,1,Female,74.8
16,Cheerper,BigData,37,29,8,92530.70985,24792.91,1,Male,70.8
32,Glasses,Design,39,36,4,112977.6952,19483.91174,2,Female,83
46,Pear,Design,33,30,3,51018.02411,16988.9501,3,Male,78.7
35,Glasses,AI,36,33,3,57478.56611,24792.91,1,Female,75.2
5,Glasses,AI,39,36,3,121725.4259,18934.91136,2,Male,61.8
53,Cheerper,BigData,38,31,6,48547.00855,16654.6114,3,Female,75.4
26,Cheerper,Support,30,22,7,56561.71169,14342.60811,3,Male,70.6
22,Cheerper,BigData,41,35,6,101529.4296,18655.88619,4,Male,67.7
57,Glasses,AI,48,40,8,67274.23125,13981.56081,2,Female,71.7
45,Pear,Sales,48,45,3,122878.1214,16424.32599,2,Male,67.7
74,Glasses,BigData,41,44,1,81041.2175,15299.10235,5,Male,73.6
1,Pear,Sales,32,27,5,114881.8711,14486.03833,5,Female,79.9
33,Cheerper,BigData,30,24,4,80765.40054,13231.62085,4,Male,75.5
33,Pear,Sales,31,29,2,119108.4369,24792.91,1,Female,84.7
5,Glasses,Search Engine,32,28,5,81536.92019,17065.9568,2,Male,64
77,Pear,AI,43,41,2,44644.80823,18255.64932,2,Female,68.9
28,Cheerper,Search Engine,44,41,3,119683.3289,18802.68651,3,Female,67.1
36,Glasses,Search Engine,35,35,1,62447.23441,20797.37327,3,Male,76.9
17,Glasses,AI,36,28,8,103102.4367,13481.92914,4,Male,71.8
55,Glasses,Design,39,34,5,73782.45816,13480.11268,3,Female,73.1
51,Glasses,Search Engine,37,35,1,47517.75579,23240.80448,1,Female,74
52,Glasses,Search Engine,44,36,8,69484.00066,23364.72801,1,Female,66
1,Glasses,AI,30,22,9,114059.2191,23025.3849,1,Male,69.8
8,Glasses,Search Engine,36,28,8,87435.21684,24792.91,1,Female,77.9
13,Glasses,AI,36,32,4,105153.5058,16238.00242,3,Female,69
68,Cheerper,Support,47,41,6,40000,20240.72025,2,Male,64.3
36,Pear,Sales,35,32,3,86985.26637,24113.73818,1,Female,66.8
47,Glasses,BigData,32,29,2,57842.04817,19484.25197,4,Male,69.5
36,Cheerper,Search Engine,39,37,2,103145.3558,20766.40692,2,Female,72.1
8,Cheerper,Support,31,22,9,55275.20378,17897.25304,2,Female,72.6
80,Glasses,Search Engine,35,31,4,40000,10106.54802,4,Female,68.6
50,Cheerper,Support,30,22,9,40000,14538.9172,3,Male,77.6
68,Cheerper,Support,41,34,7,40000,19503.78636,3,Female,72.2
18,Glasses,AI,33,27,6,96583.88494,16728.04391,3,Male,73.2
53,Glasses,Search Engine,41,36,5,40000,24792.91,1,Female,69.4
19,Glasses,BigData,41,37,4,85896.4233,19198.55103,3,Female,79.5
37,Glasses,AI,38,34,3,87762.37798,21425.47251,3,Male,69.5
1,Cheerper,AI,30,22,9,136677.6467,9000,5,Male,73.3
10,Glasses,Design,32,25,8,114714.2535,17961.15256,2,Female,77.9
12,Pear,Design,36,30,5,93291.70923,13335.12969,3,Female,73.4
56,Cheerper,Search Engine,40,34,6,60166.64837,22479.26053,1,Female,73.8
37,Cheerper,Support,30,23,6,46826.81173,20954.56856,3,Female,62.1
23,Glasses,AI,38,32,7,71843.62062,24440.61269,1,Male,76.1
21,Pear,Sales,40,33,7,128066.814,17584.59463,1,Male,73.1
27,Glasses,AI,35,28,7,84060.8019,20722.71714,2,Male,75.3
34,Cheerper,Support,37,29,8,40000,17638.56964,3,Male,73.9
40,Glasses,AI,39,34,5,81028.81915,24620.92847,1,Male,69.3
30,Cheerper,Support,43,40,3,75176.55473,11386.49088,4,Female,76.2
29,Pear,AI,45,42,3,65114.48501,22989.98032,1,Female,72.8
30,Cheerper,Support,43,38,5,81634.85511,11913.51394,3,Female,65.9
12,Cheerper,Support,35,29,6,75508.3103,15317.0316,4,Male,78.8
31,Pear,Sales,30,22,5,98248.64712,17139.46057,3,Female,64.5
50,Cheerper,BigData,37,31,6,68744.4915,18635.52812,2,Female,76.8
42,Glasses,AI,37,32,5,86473.10605,18377.75281,3,Male,79.5
1,Pear,AI,41,36,5,93724.65634,15395.44016,2,Female,66.7
51,Pear,Design,44,41,3,90635.70691,13017.86797,5,Male,71.2
